ticket_id,priority,status,category,subject,description,created_date,resolved_date,assigned_to,created_at
TKT-000408,Critical,In Progress,Server,Service not responding,Server issue on app-server-02,2025-08-30,,Help Desk,2025-08-30 14:20:31
TKT-000409,Critical,On Hold,Server,Disk space full,Server issue on web-server-01,2025-09-19,,Support Team,2025-09-19 14:20:31
TKT-000410,Medium,Open,Other,Feature request,General IT support request,2025-11-27,,Support Team,2025-11-27 14:20:31
TKT-000411,High,Closed,Security,Security audit,Security concern reported. Impact: Department,2025-11-20,2025-12-20,Database Team,2025-11-20 14:20:31
TKT-000412,High,On Hold,Server,Disk space full,Server issue on web-server-01,2025-07-01,,Security Team,2025-07-01 14:20:31
TKT-000413,Low,Closed,Email,Email account setup,Email service issue. Mail client: Thunderbird,2025-06-16,2025-06-19,DevOps Team,2025-06-16 14:20:31
TKT-000414,Medium,Closed,Server,Disk space full,Server issue on app-server-02,2025-10-02,2025-10-30,Support Team,2025-10-02 14:20:31
TKT-000415,High,Resolved,Software,License renewal,Software problem affecting productivity. Application: Browser,2025-11-24,2026-01-15,Infrastructure Team,2025-11-24 14:20:31
TKT-000416,Critical,In Progress,Network,WiFi not working,Network connectivity issue affecting 20 users in Remote,2025-07-14,,Infrastructure Team,2025-07-14 14:20:31
TKT-000417,High,In Progress,Software,Software installation request,Software problem affecting productivity. Application: Office Suite,2025-11-02,,Infrastructure Team,2025-11-02 14:20:31
TKT-000418,High,Closed,Network,Network printer offline,Network connectivity issue affecting 4 users in Building A,2025-08-08,2025-10-02,DevOps Team,2025-08-08 14:20:31
TKT-000419,High,In Progress,Network,WiFi not working,Network connectivity issue affecting 14 users in Building A,2025-07-29,,Help Desk,2025-07-29 14:20:31
TKT-000420,Medium,Closed,Database,Query performance slow,Database issue affecting staging environment,2025-11-20,2025-12-21,DevOps Team,2025-11-20 14:20:31
TKT-000421,Critical,Open,Network,WiFi not working,Network connectivity issue affecting 18 users in Remote,2025-10-23,,Security Team,2025-10-23 14:20:31
TKT-000422,Critical,In Progress,Printer,Toner replacement,Printer malfunction in Floor 2,2025-07-11,,Network Team,2025-07-11 14:20:31
TKT-000423,Medium,Resolved,Software,Application crash,Software problem affecting productivity. Application: Custom App,2025-09-17,2025-09-29,DevOps Team,2025-09-17 14:20:31
TKT-000424,Critical,Closed,Server,Server down,Server issue on web-server-01,2025-07-10,2025-07-14,IT Team,2025-07-10 14:20:31
TKT-000425,High,On Hold,Other,Feedback,General IT support request,2025-12-05,,Help Desk,2025-12-05 14:20:31
TKT-000426,Critical,Closed,Database,Data corruption,Database issue affecting staging environment,2025-11-05,2025-11-21,Security Team,2025-11-05 14:20:31
TKT-000427,Critical,In Progress,Access,Account locked,User access issue. Type: Contractor,2025-06-25,,Security Team,2025-06-25 14:20:31
TKT-000428,Critical,Closed,Software,License renewal,Software problem affecting productivity. Application: Office Suite,2025-11-07,2025-11-16,Infrastructure Team,2025-11-07 14:20:31
TKT-000429,Low,Resolved,Database,Database connection error,Database issue affecting staging environment,2025-08-11,2025-08-24,Network Team,2025-08-11 14:20:31
TKT-000430,Critical,On Hold,Server,Server down,Server issue on app-server-02,2025-08-29,,IT Team,2025-08-29 14:20:31
TKT-000431,Low,Resolved,Email,Email account setup,Email service issue. Mail client: Gmail,2025-06-30,2025-07-11,Database Team,2025-06-30 14:20:31
TKT-000432,Medium,On Hold,Hardware,Monitor flickering,Hardware issue reported by user. Device: Desktop,2025-06-17,,Infrastructure Team,2025-06-17 14:20:31
TKT-000433,Low,Closed,Access,Access denied,User access issue. Type: New hire,2025-07-28,2025-08-05,Database Team,2025-07-28 14:20:31
TKT-000434,Medium,On Hold,Printer,Printer driver needed,Printer malfunction in Floor 1,2025-09-10,,Support Team,2025-09-10 14:20:31
TKT-000435,Low,Closed,Software,Software installation request,Software problem affecting productivity. Application: Custom App,2025-08-24,2025-10-02,Infrastructure Team,2025-08-24 14:20:31
TKT-000436,Critical,On Hold,Other,Feature request,General IT support request,2025-09-14,,Database Team,2025-09-14 14:20:31
TKT-000437,Low,Closed,Other,General inquiry,General IT support request,2025-08-24,2025-08-29,Support Team,2025-08-24 14:20:31
TKT-000438,High,Open,Printer,Toner replacement,Printer malfunction in Floor 1,2025-10-22,,IT Team,2025-10-22 14:20:31
TKT-000439,Critical,Resolved,Security,SSL certificate expired,Security concern reported. Impact: Single user,2025-09-15,2025-09-30,Help Desk,2025-09-15 14:20:31
TKT-000440,Medium,Open,Email,Email account setup,Email service issue. Mail client: Gmail,2025-06-18,,Network Team,2025-06-18 14:20:31
TKT-000441,Critical,Resolved,Security,Security audit,Security concern reported. Impact: Organization-wide,2025-12-03,2025-12-15,Security Team,2025-12-03 14:20:31
TKT-000442,Low,On Hold,Access,Access denied,User access issue. Type: Department transfer,2025-07-13,,Network Team,2025-07-13 14:20:31
TKT-000443,Critical,In Progress,Software,Application crash,Software problem affecting productivity. Application: Custom App,2025-12-03,,Network Team,2025-12-03 14:20:31
TKT-000444,Low,Resolved,Network,Network printer offline,Network connectivity issue affecting 44 users in Building B,2025-07-11,2025-08-24,Support Team,2025-07-11 14:20:31
TKT-000445,Medium,Open,Software,Update failed,Software problem affecting productivity. Application: Office Suite,2025-07-15,,Infrastructure Team,2025-07-15 14:20:31
TKT-000446,Critical,On Hold,Security,Security audit,Security concern reported. Impact: Department,2025-09-22,,IT Team,2025-09-22 14:20:31
TKT-000447,Medium,On Hold,Security,Firewall configuration,Security concern reported. Impact: Single user,2025-07-21,,Network Team,2025-07-21 14:20:31
TKT-000448,Critical,On Hold,Other,Request for help,General IT support request,2025-08-29,,Security Team,2025-08-29 14:20:31
TKT-000449,Low,On Hold,Printer,Paper jam,Printer malfunction in Floor 1,2025-08-30,,DevOps Team,2025-08-30 14:20:31
TKT-000450,High,On Hold,Other,Documentation needed,General IT support request,2025-08-26,,Network Team,2025-08-26 14:20:31
TKT-000451,Low,In Progress,Email,Spam filtering,Email service issue. Mail client: Outlook,2025-08-19,,Help Desk,2025-08-19 14:20:31
TKT-000452,High,Open,Database,Query performance slow,Database issue affecting staging environment,2025-11-16,,DevOps Team,2025-11-16 14:20:31
TKT-000453,Low,In Progress,Network,WiFi not working,Network connectivity issue affecting 43 users in Building B,2025-08-30,,IT Team,2025-08-30 14:20:31
TKT-000454,Medium,Resolved,Network,Cannot access shared drive,Network connectivity issue affecting 6 users in Building B,2025-07-08,2025-08-20,Security Team,2025-07-08 14:20:31
TKT-000455,Critical,Open,Other,Request for help,General IT support request,2025-10-10,,Network Team,2025-10-10 14:20:31
TKT-000456,Low,On Hold,Email,Spam filtering,Email service issue. Mail client: Gmail,2025-07-10,,DevOps Team,2025-07-10 14:20:31
TKT-000457,Medium,Closed,Server,High CPU usage,Server issue on db-server-03,2025-12-06,2026-01-13,Support Team,2025-12-06 14:20:31
TKT-000458,High,Closed,Access,Account locked,User access issue. Type: Contractor,2025-08-07,2025-08-17,Support Team,2025-08-07 14:20:31
TKT-000459,Medium,Open,Printer,Toner replacement,Printer malfunction in Floor 1,2025-10-20,,Support Team,2025-10-20 14:20:31
TKT-000460,High,Open,Hardware,Hard drive failure,Hardware issue reported by user. Device: Desktop,2025-09-26,,Help Desk,2025-09-26 14:20:31
TKT-000461,Medium,Closed,Email,Attachment size limit,Email service issue. Mail client: Web Mail,2025-07-17,2025-07-31,Security Team,2025-07-17 14:20:31
TKT-000462,Low,Open,Database,Query performance slow,Database issue affecting development environment,2025-10-02,,IT Team,2025-10-02 14:20:31
TKT-000463,High,In Progress,Hardware,Monitor flickering,Hardware issue reported by user. Device: Peripheral,2025-09-05,,DevOps Team,2025-09-05 14:20:31
TKT-000464,Low,Open,Database,Backup failed,Database issue affecting production environment,2025-11-26,,Security Team,2025-11-26 14:20:31
TKT-000465,High,Open,Hardware,Monitor flickering,Hardware issue reported by user. Device: Desktop,2025-06-14,,Security Team,2025-06-14 14:20:31
TKT-000466,High,Resolved,Other,Feature request,General IT support request,2025-09-15,2025-11-02,Support Team,2025-09-15 14:20:31
TKT-000467,Low,In Progress,Security,Suspicious activity,Security concern reported. Impact: Department,2025-10-03,,Help Desk,2025-10-03 14:20:31
TKT-000468,High,Closed,Access,Password reset,User access issue. Type: New hire,2025-06-19,2025-07-29,Support Team,2025-06-19 14:20:31
TKT-000469,Medium,On Hold,Hardware,Keyboard malfunction,Hardware issue reported by user. Device: Monitor,2025-09-25,,Support Team,2025-09-25 14:20:31
TKT-000470,Medium,On Hold,Database,Access permission,Database issue affecting development environment,2025-10-24,,Database Team,2025-10-24 14:20:31
TKT-000471,Low,In Progress,Network,Cannot access shared drive,Network connectivity issue affecting 14 users in Building A,2025-08-19,,Help Desk,2025-08-19 14:20:31
TKT-000472,Low,On Hold,Security,Firewall configuration,Security concern reported. Impact: Department,2025-07-11,,IT Team,2025-07-11 14:20:31
TKT-000473,Low,Closed,Email,Email not syncing,Email service issue. Mail client: Outlook,2025-07-02,2025-08-30,Security Team,2025-07-02 14:20:31
TKT-000474,Low,Open,Email,Email account setup,Email service issue. Mail client: Thunderbird,2025-09-16,,Network Team,2025-09-16 14:20:31
TKT-000475,High,On Hold,Hardware,Laptop not working,Hardware issue reported by user. Device: Peripheral,2025-11-19,,Network Team,2025-11-19 14:20:31
TKT-000476,Low,Closed,Network,Slow internet,Network connectivity issue affecting 3 users in Building A,2025-09-27,2025-10-17,DevOps Team,2025-09-27 14:20:31
TKT-000477,Low,On Hold,Security,Firewall configuration,Security concern reported. Impact: Single user,2025-10-16,,Network Team,2025-10-16 14:20:31
TKT-000478,High,In Progress,Printer,Printer driver needed,Printer malfunction in Floor 3,2025-08-28,,DevOps Team,2025-08-28 14:20:31
TKT-000479,High,Resolved,Printer,Toner replacement,Printer malfunction in Floor 2,2025-07-30,2025-08-20,DevOps Team,2025-07-30 14:20:31
TKT-000480,Critical,In Progress,Hardware,Laptop not working,Hardware issue reported by user. Device: Monitor,2025-08-06,,Security Team,2025-08-06 14:20:31
TKT-000481,Low,Resolved,Security,Firewall configuration,Security concern reported. Impact: Organization-wide,2025-12-04,2025-12-05,Infrastructure Team,2025-12-04 14:20:31
TKT-000482,Critical,Closed,Access,New user setup,User access issue. Type: Department transfer,2025-08-05,2025-08-28,DevOps Team,2025-08-05 14:20:31
TKT-000483,Low,On Hold,Other,General inquiry,General IT support request,2025-08-03,,Security Team,2025-08-03 14:20:31
TKT-000484,Critical,In Progress,Network,WiFi not working,Network connectivity issue affecting 3 users in Building A,2025-06-13,,Network Team,2025-06-13 14:20:31
TKT-000485,Medium,Open,Security,Virus detected,Security concern reported. Impact: Single user,2025-07-18,,DevOps Team,2025-07-18 14:20:31
TKT-000486,Medium,Open,Network,VPN connection issues,Network connectivity issue affecting 33 users in Building B,2025-11-14,,DevOps Team,2025-11-14 14:20:31
TKT-000487,Medium,Closed,Database,Database connection error,Database issue affecting staging environment,2025-11-16,2026-01-05,DevOps Team,2025-11-16 14:20:31
TKT-000488,High,In Progress,Other,Documentation needed,General IT support request,2025-06-26,,IT Team,2025-06-26 14:20:31
TKT-000489,High,Closed,Software,Performance issue,Software problem affecting productivity. Application: Office Suite,2025-09-01,2025-10-12,Help Desk,2025-09-01 14:20:31
TKT-000490,High,In Progress,Server,Disk space full,Server issue on db-server-03,2025-10-21,,IT Team,2025-10-21 14:20:31
TKT-000491,Medium,On Hold,Security,Security audit,Security concern reported. Impact: Organization-wide,2025-08-27,,Database Team,2025-08-27 14:20:31
TKT-000492,Medium,On Hold,Software,License renewal,Software problem affecting productivity. Application: Custom App,2025-11-18,,Network Team,2025-11-18 14:20:31
TKT-000493,Critical,On Hold,Server,Application deployment,Server issue on web-server-01,2025-08-17,,IT Team,2025-08-17 14:20:31
TKT-000494,Medium,Closed,Network,Network printer offline,Network connectivity issue affecting 29 users in Building B,2025-09-08,2025-09-12,DevOps Team,2025-09-08 14:20:31
TKT-000495,Medium,On Hold,Database,Data corruption,Database issue affecting development environment,2025-10-27,,Support Team,2025-10-27 14:20:31
TKT-000496,Critical,Open,Database,Backup failed,Database issue affecting staging environment,2025-09-04,,Database Team,2025-09-04 14:20:31
TKT-000497,Low,In Progress,Other,Documentation needed,General IT support request,2025-09-03,,Security Team,2025-09-03 14:20:31
TKT-000498,Critical,Open,Access,New user setup,User access issue. Type: Role change,2025-10-25,,Security Team,2025-10-25 14:20:31
TKT-000499,Critical,Closed,Hardware,Keyboard malfunction,Hardware issue reported by user. Device: Laptop,2025-09-16,2025-09-17,Database Team,2025-09-16 14:20:31
TKT-000500,High,On Hold,Access,Account locked,User access issue. Type: Department transfer,2025-11-13,,Infrastructure Team,2025-11-13 14:20:31
TKT-000501,Low,On Hold,Hardware,Mouse not responding,Hardware issue reported by user. Device: Peripheral,2025-06-13,,Network Team,2025-06-13 14:20:31
TKT-000502,Medium,Closed,Security,Security audit,Security concern reported. Impact: Organization-wide,2025-11-29,2026-01-07,Network Team,2025-11-29 14:20:31
TKT-000503,Low,In Progress,Software,Update failed,Software problem affecting productivity. Application: Browser,2025-08-18,,IT Team,2025-08-18 14:20:31
TKT-000504,High,In Progress,Network,Network printer offline,Network connectivity issue affecting 48 users in Remote,2025-06-21,,DevOps Team,2025-06-21 14:20:31
TKT-000505,Critical,Open,Hardware,Laptop not working,Hardware issue reported by user. Device: Laptop,2025-06-12,,Infrastructure Team,2025-06-12 14:20:31
TKT-000506,Critical,Open,Software,Software installation request,Software problem affecting productivity. Application: Custom App,2025-08-29,,Infrastructure Team,2025-08-29 14:20:31
TKT-000507,Critical,On Hold,Security,Suspicious activity,Security concern reported. Impact: Single user,2025-07-30,,Help Desk,2025-07-30 14:20:31
TKT-000508,Medium,Resolved,Hardware,Monitor flickering,Hardware issue reported by user. Device: Laptop,2025-08-25,2025-08-27,Infrastructure Team,2025-08-25 14:20:31
TKT-000509,High,Open,Security,Security audit,Security concern reported. Impact: Department,2025-12-02,,Help Desk,2025-12-02 14:20:31
TKT-000510,Low,On Hold,Server,Application deployment,Server issue on db-server-03,2025-11-25,,Help Desk,2025-11-25 14:20:31
TKT-000511,Medium,Closed,Server,Service not responding,Server issue on db-server-03,2025-11-25,2026-01-19,IT Team,2025-11-25 14:20:31
TKT-000512,Critical,Closed,Hardware,Monitor flickering,Hardware issue reported by user. Device: Desktop,2025-10-01,2025-10-19,Network Team,2025-10-01 14:20:31
TKT-000513,Critical,Closed,Security,Suspicious activity,Security concern reported. Impact: Organization-wide,2025-10-17,2025-11-01,Network Team,2025-10-17 14:20:31
TKT-000514,Low,Open,Other,Feature request,General IT support request,2025-09-25,,Network Team,2025-09-25 14:20:31
TKT-000515,High,Open,Security,Security audit,Security concern reported. Impact: Organization-wide,2025-10-21,,Support Team,2025-10-21 14:20:31
TKT-000516,Low,On Hold,Access,Access denied,User access issue. Type: New hire,2025-11-24,,Help Desk,2025-11-24 14:20:31
TKT-000517,Medium,Closed,Other,General inquiry,General IT support request,2025-09-28,2025-11-23,Database Team,2025-09-28 14:20:31
TKT-000518,Critical,Resolved,Access,Permission request,User access issue. Type: Contractor,2025-09-07,2025-09-23,Database Team,2025-09-07 14:20:31
TKT-000519,Low,On Hold,Security,Security audit,Security concern reported. Impact: Organization-wide,2025-09-27,,IT Team,2025-09-27 14:20:31
TKT-000520,Low,On Hold,Access,New user setup,User access issue. Type: Contractor,2025-09-02,,Database Team,2025-09-02 14:20:31
TKT-000521,High,Closed,Software,Software installation request,Software problem affecting productivity. Application: Custom App,2025-08-22,2025-08-31,Help Desk,2025-08-22 14:20:31
TKT-000522,High,Open,Network,Network printer offline,Network connectivity issue affecting 30 users in Building A,2025-07-29,,Network Team,2025-07-29 14:20:31
TKT-000523,Critical,Open,Printer,Paper jam,Printer malfunction in Floor 1,2025-09-04,,Security Team,2025-09-04 14:20:31
TKT-000524,Medium,Resolved,Printer,Printer not printing,Printer malfunction in Floor 3,2025-12-01,2026-01-19,Support Team,2025-12-01 14:20:31
TKT-000525,High,On Hold,Access,New user setup,User access issue. Type: Department transfer,2025-11-22,,Network Team,2025-11-22 14:20:31
TKT-000526,Medium,Resolved,Printer,Paper jam,Printer malfunction in Floor 2,2025-08-31,2025-09-23,Help Desk,2025-08-31 14:20:31
TKT-000527,Medium,Closed,Hardware,Keyboard malfunction,Hardware issue reported by user. Device: Monitor,2025-08-08,2025-08-31,DevOps Team,2025-08-08 14:20:31
TKT-000528,Low,Resolved,Other,General inquiry,General IT support request,2025-09-08,2025-09-25,DevOps Team,2025-09-08 14:20:31
TKT-000529,Low,In Progress,Security,Firewall configuration,Security concern reported. Impact: Organization-wide,2025-07-29,,Database Team,2025-07-29 14:20:31
TKT-000530,Critical,On Hold,Access,Account locked,User access issue. Type: New hire,2025-07-03,,Database Team,2025-07-03 14:20:31
TKT-000531,Critical,Closed,Access,Permission request,User access issue. Type: Role change,2025-09-16,2025-10-04,Infrastructure Team,2025-09-16 14:20:31
TKT-000532,Medium,Closed,Software,License renewal,Software problem affecting productivity. Application: IDE,2025-09-25,2025-10-24,Infrastructure Team,2025-09-25 14:20:31
TKT-000533,High,On Hold,Access,Access denied,User access issue. Type: Role change,2025-11-11,,Support Team,2025-11-11 14:20:31
TKT-000534,High,Open,Hardware,Monitor flickering,Hardware issue reported by user. Device: Peripheral,2025-11-16,,Help Desk,2025-11-16 14:20:31
TKT-000535,High,In Progress,Other,Request for help,General IT support request,2025-08-06,,Infrastructure Team,2025-08-06 14:20:31
TKT-000536,Critical,Closed,Database,Query performance slow,Database issue affecting production environment,2025-11-12,2025-12-12,IT Team,2025-11-12 14:20:31
TKT-000537,Low,In Progress,Network,Cannot access shared drive,Network connectivity issue affecting 5 users in Remote,2025-09-17,,Security Team,2025-09-17 14:20:31
TKT-000538,High,Closed,Other,Feature request,General IT support request,2025-10-19,2025-10-27,Network Team,2025-10-19 14:20:31
TKT-000539,Low,In Progress,Other,Feature request,General IT support request,2025-11-07,,Support Team,2025-11-07 14:20:31
TKT-000540,Medium,In Progress,Hardware,Keyboard malfunction,Hardware issue reported by user. Device: Monitor,2025-09-18,,Infrastructure Team,2025-09-18 14:20:31
TKT-000541,Medium,Resolved,Database,Access permission,Database issue affecting production environment,2025-08-27,2025-10-26,Infrastructure Team,2025-08-27 14:20:31
TKT-000542,Low,On Hold,Security,SSL certificate expired,Security concern reported. Impact: Single user,2025-08-04,,DevOps Team,2025-08-04 14:20:31
TKT-000543,High,Resolved,Server,High CPU usage,Server issue on web-server-01,2025-09-12,2025-10-14,IT Team,2025-09-12 14:20:31
TKT-000544,Low,On Hold,Hardware,Mouse not responding,Hardware issue reported by user. Device: Laptop,2025-08-31,,DevOps Team,2025-08-31 14:20:31
TKT-000545,Critical,Open,Database,Data corruption,Database issue affecting development environment,2025-10-26,,Infrastructure Team,2025-10-26 14:20:31
TKT-000546,Critical,Closed,Network,Slow internet,Network connectivity issue affecting 50 users in Building B,2025-10-22,2025-11-10,Support Team,2025-10-22 14:20:31
TKT-000547,High,On Hold,Other,Request for help,General IT support request,2025-10-26,,Security Team,2025-10-26 14:20:31
TKT-000548,High,On Hold,Other,General inquiry,General IT support request,2025-08-08,,Network Team,2025-08-08 14:20:31
TKT-000549,Medium,In Progress,Other,Documentation needed,General IT support request,2025-11-02,,Network Team,2025-11-02 14:20:31
TKT-000550,Critical,In Progress,Security,Security audit,Security concern reported. Impact: Organization-wide,2025-06-23,,IT Team,2025-06-23 14:20:31
TKT-000551,High,Open,Hardware,Hard drive failure,Hardware issue reported by user. Device: Laptop,2025-11-10,,Database Team,2025-11-10 14:20:31
TKT-000552,Low,Open,Software,Application crash,Software problem affecting productivity. Application: IDE,2025-08-20,,Network Team,2025-08-20 14:20:31
TKT-000553,High,Resolved,Database,Database connection error,Database issue affecting staging environment,2025-10-25,2025-11-20,Help Desk,2025-10-25 14:20:31
TKT-000554,Low,Closed,Email,Cannot send emails,Email service issue. Mail client: Gmail,2025-10-22,2025-12-07,IT Team,2025-10-22 14:20:31
TKT-000555,Critical,On Hold,Network,WiFi not working,Network connectivity issue affecting 41 users in Remote,2025-11-23,,Database Team,2025-11-23 14:20:31
TKT-000556,Medium,Resolved,Printer,Print quality issue,Printer malfunction in Floor 3,2025-07-20,2025-07-25,Support Team,2025-07-20 14:20:31
TKT-000557,Low,On Hold,Hardware,Keyboard malfunction,Hardware issue reported by user. Device: Laptop,2025-10-06,,Database Team,2025-10-06 14:20:31
TKT-000558,Medium,Closed,Access,Account locked,User access issue. Type: New hire,2025-11-22,2026-01-15,Network Team,2025-11-22 14:20:31
TKT-000559,Low,Resolved,Access,Password reset,User access issue. Type: New hire,2025-08-27,2025-09-14,IT Team,2025-08-27 14:20:31
TKT-000560,High,Closed,Security,Virus detected,Security concern reported. Impact: Organization-wide,2025-12-03,2026-01-07,IT Team,2025-12-03 14:20:31
TKT-000561,Critical,Resolved,Software,Update failed,Software problem affecting productivity. Application: Custom App,2025-06-29,2025-07-21,Network Team,2025-06-29 14:20:31
TKT-000562,High,Closed,Server,High CPU usage,Server issue on app-server-02,2025-07-15,2025-09-05,Help Desk,2025-07-15 14:20:31
TKT-000563,Low,On Hold,Access,Account locked,User access issue. Type: Role change,2025-10-31,,Help Desk,2025-10-31 14:20:31
TKT-000564,High,Closed,Server,Application deployment,Server issue on db-server-03,2025-12-07,2025-12-28,Support Team,2025-12-07 14:20:31
TKT-000565,High,In Progress,Other,General inquiry,General IT support request,2025-08-24,,Security Team,2025-08-24 14:20:31
TKT-000566,Low,On Hold,Other,Documentation needed,General IT support request,2025-06-19,,Database Team,2025-06-19 14:20:31
TKT-000567,Critical,Open,Hardware,Laptop not working,Hardware issue reported by user. Device: Peripheral,2025-09-05,,Database Team,2025-09-05 14:20:31
TKT-000568,High,In Progress,Server,Server down,Server issue on app-server-02,2025-09-08,,DevOps Team,2025-09-08 14:20:31
TKT-000569,Low,Closed,Server,Disk space full,Server issue on app-server-02,2025-10-04,2025-10-26,Infrastructure Team,2025-10-04 14:20:31
TKT-000570,High,Closed,Access,Permission request,User access issue. Type: New hire,2025-08-14,2025-09-23,Support Team,2025-08-14 14:20:31
TKT-000571,Critical,Closed,Database,Data corruption,Database issue affecting production environment,2025-10-20,2025-11-14,Infrastructure Team,2025-10-20 14:20:31
TKT-000572,Medium,On Hold,Hardware,Hard drive failure,Hardware issue reported by user. Device: Laptop,2025-09-27,,Security Team,2025-09-27 14:20:31
TKT-000573,Critical,On Hold,Database,Query performance slow,Database issue affecting production environment,2025-07-24,,DevOps Team,2025-07-24 14:20:31
TKT-000574,Low,Open,Hardware,Hard drive failure,Hardware issue reported by user. Device: Desktop,2025-12-01,,Security Team,2025-12-01 14:20:31
TKT-000575,Low,Closed,Security,Firewall configuration,Security concern reported. Impact: Single user,2025-09-26,2025-10-05,IT Team,2025-09-26 14:20:31
TKT-000576,Critical,In Progress,Printer,Paper jam,Printer malfunction in Floor 3,2025-06-14,,Help Desk,2025-06-14 14:20:31
TKT-000577,Medium,On Hold,Printer,Printer driver needed,Printer malfunction in Floor 2,2025-09-04,,Support Team,2025-09-04 14:20:31
TKT-000578,Critical,Closed,Other,Feedback,General IT support request,2025-09-27,2025-10-21,Help Desk,2025-09-27 14:20:31
TKT-000579,Low,Open,Printer,Print quality issue,Printer malfunction in Floor 2,2025-07-14,,Support Team,2025-07-14 14:20:31
TKT-000580,Medium,Closed,Other,Documentation needed,General IT support request,2025-10-06,2025-11-16,DevOps Team,2025-10-06 14:20:31
TKT-000581,Medium,Closed,Network,Network printer offline,Network connectivity issue affecting 50 users in Building B,2025-06-17,2025-06-27,Security Team,2025-06-17 14:20:31
TKT-000582,High,Closed,Email,Email account setup,Email service issue. Mail client: Web Mail,2025-07-30,2025-08-27,Help Desk,2025-07-30 14:20:31
TKT-000583,Medium,Resolved,Other,Feedback,General IT support request,2025-08-31,2025-09-22,Infrastructure Team,2025-08-31 14:20:31
TKT-000584,High,Open,Network,VPN connection issues,Network connectivity issue affecting 37 users in Remote,2025-09-26,,DevOps Team,2025-09-26 14:20:31
TKT-000585,High,Closed,Security,Suspicious activity,Security concern reported. Impact: Department,2025-11-30,2025-12-26,Help Desk,2025-11-30 14:20:31
TKT-000586,Critical,Resolved,Hardware,Laptop not working,Hardware issue reported by user. Device: Desktop,2025-07-14,2025-07-19,Network Team,2025-07-14 14:20:31
TKT-000587,High,Resolved,Network,Slow internet,Network connectivity issue affecting 29 users in Remote,2025-09-27,2025-11-03,Network Team,2025-09-27 14:20:31
TKT-000588,Critical,Open,Security,Security audit,Security concern reported. Impact: Department,2025-09-19,,Security Team,2025-09-19 14:20:31
TKT-000589,Critical,Resolved,Other,Request for help,General IT support request,2025-12-01,2025-12-24,IT Team,2025-12-01 14:20:31
TKT-000590,Medium,Resolved,Database,Data corruption,Database issue affecting development environment,2025-09-09,2025-11-07,Network Team,2025-09-09 14:20:31
TKT-000591,Medium,Open,Network,WiFi not working,Network connectivity issue affecting 44 users in Remote,2025-08-24,,Support Team,2025-08-24 14:20:31
TKT-000592,Critical,Open,Access,Password reset,User access issue. Type: New hire,2025-08-11,,DevOps Team,2025-08-11 14:20:31
TKT-000593,High,On Hold,Other,Feature request,General IT support request,2025-08-13,,Network Team,2025-08-13 14:20:31
TKT-000594,Medium,Open,Other,General inquiry,General IT support request,2025-09-17,,Help Desk,2025-09-17 14:20:31
TKT-000595,High,Resolved,Server,Application deployment,Server issue on web-server-01,2025-10-18,2025-12-08,Infrastructure Team,2025-10-18 14:20:31
TKT-000596,Critical,Closed,Hardware,Laptop not working,Hardware issue reported by user. Device: Desktop,2025-09-27,2025-10-08,Help Desk,2025-09-27 14:20:31
TKT-000597,Critical,On Hold,Other,General inquiry,General IT support request,2025-06-20,,Infrastructure Team,2025-06-20 14:20:31
TKT-000598,Critical,In Progress,Email,Attachment size limit,Email service issue. Mail client: Gmail,2025-11-30,,IT Team,2025-11-30 14:20:31
TKT-000599,High,Resolved,Access,Permission request,User access issue. Type: Role change,2025-07-14,2025-09-12,DevOps Team,2025-07-14 14:20:31
TKT-000600,Low,On Hold,Database,Query performance slow,Database issue affecting staging environment,2025-10-04,,Database Team,2025-10-04 14:20:31
TKT-000601,Medium,In Progress,Network,Network printer offline,Network connectivity issue affecting 20 users in Remote,2025-07-28,,IT Team,2025-07-28 14:20:31
TKT-000602,Low,In Progress,Hardware,Monitor flickering,Hardware issue reported by user. Device: Desktop,2025-11-14,,DevOps Team,2025-11-14 14:20:31
TKT-000603,High,Resolved,Other,Feature request,General IT support request,2025-06-22,2025-08-14,Database Team,2025-06-22 14:20:31
TKT-000604,Critical,On Hold,Hardware,Hard drive failure,Hardware issue reported by user. Device: Peripheral,2025-07-19,,Help Desk,2025-07-19 14:20:31
TKT-000605,Medium,Open,Server,Disk space full,Server issue on app-server-02,2025-07-02,,Infrastructure Team,2025-07-02 14:20:31
TKT-000606,Medium,Resolved,Database,Database connection error,Database issue affecting production environment,2025-06-30,2025-08-17,Network Team,2025-06-30 14:20:31
TKT-000607,High,Closed,Security,Virus detected,Security concern reported. Impact: Department,2025-08-06,2025-09-23,Infrastructure Team,2025-08-06 14:20:31
TKT-000608,High,Open,Server,Application deployment,Server issue on app-server-02,2025-06-12,,Network Team,2025-06-12 14:20:31
TKT-000609,High,Resolved,Database,Access permission,Database issue affecting development environment,2025-10-26,2025-11-05,Support Team,2025-10-26 14:20:31
TKT-000610,High,Resolved,Security,SSL certificate expired,Security concern reported. Impact: Single user,2025-08-20,2025-10-04,Support Team,2025-08-20 14:20:31
TKT-000611,Low,On Hold,Database,Query performance slow,Database issue affecting production environment,2025-11-06,,Database Team,2025-11-06 14:20:31
TKT-000612,Medium,Resolved,Database,Database connection error,Database issue affecting development environment,2025-06-23,2025-07-30,Security Team,2025-06-23 14:20:31
