id,date,incident_type,severity,status,description,reported_by,created_at
500,2024-10-27,SQL Injection,Medium,Closed,SQL injection attempt detected on API endpoint,system,2024-10-27 01:53:00
501,2023-10-28,DDoS,Medium,Closed,Distributed denial of service attack on database,emma,2023-10-28 00:32:00
502,2023-02-20,Data Breach,Medium,Open,Unauthorized data access - 3755 records exposed,charlie,2023-02-20 22:02:00
503,2024-11-29,Phishing,Critical,Open,Suspicious email detected targeting IT department,bob,2024-11-29 14:36:00
504,2024-01-08,XSS Attack,High,In Progress,Cross-site scripting vulnerability exploited in search bar,david,2024-01-08 18:50:00
505,2024-03-13,XSS Attack,Critical,Resolved,Cross-site scripting vulnerability exploited in user profile,bob,2024-03-13 01:06:00
506,2024-07-03,XSS Attack,Critical,Open,Cross-site scripting vulnerability exploited in user profile,alice,2024-07-03 12:03:00
507,2023-11-08,Data Breach,High,In Progress,Unauthorized data access - 8405 records exposed,system,2023-11-08 14:10:00
508,2023-11-20,Data Breach,Medium,Resolved,Unauthorized data access - 8121 records exposed,emma,2023-11-20 10:40:00
509,2024-04-12,Social Engineering,High,Open,Employee reported suspicious email requesting credentials,david,2024-04-12 23:03:00
510,2024-10-31,Social Engineering,Medium,Closed,Employee reported suspicious email requesting credentials,system,2024-10-31 09:28:00
511,2023-02-24,Social Engineering,Low,In Progress,Employee reported suspicious text message requesting credentials,alice,2023-02-24 05:03:00
512,2023-07-30,Malware,Medium,Open,Malicious software found on workstation 762,charlie,2023-07-30 10:00:00
513,2024-04-24,Unauthorized Access,High,Open,Failed login attempts from IP 45.233.100.112,alice,2024-04-24 21:09:00
514,2024-08-13,Unauthorized Access,Critical,In Progress,Failed login attempts from IP 131.198.44.183,emma,2024-08-13 12:51:00
515,2024-07-03,Unauthorized Access,Critical,Resolved,Failed login attempts from IP 51.168.6.178,admin,2024-07-03 18:43:00
516,2023-08-01,Unauthorized Access,Medium,Resolved,Failed login attempts from IP 133.22.202.15,charlie,2023-08-01 03:03:00
517,2024-11-25,Phishing,Medium,Closed,Suspicious email detected targeting IT department,alice,2024-11-25 23:22:00
518,2023-01-21,Ransomware,High,Open,Encryption malware detected - 317 files affected,charlie,2023-01-21 07:09:00
519,2023-05-20,Social Engineering,Medium,Open,Employee reported suspicious phone call requesting credentials,system,2023-05-20 12:06:00
520,2024-01-05,XSS Attack,High,Open,Cross-site scripting vulnerability exploited in comment section,system,2024-01-05 23:36:00
521,2023-04-26,SQL Injection,High,Resolved,SQL injection attempt detected on API endpoint,alice,2023-04-26 05:56:00
522,2024-03-20,SQL Injection,Low,In Progress,SQL injection attempt detected on search form,david,2024-03-20 17:10:00
523,2024-04-18,SQL Injection,High,Open,SQL injection attempt detected on search form,david,2024-04-18 00:39:00
524,2024-02-20,Phishing,Critical,Closed,Suspicious email detected targeting finance department,admin,2024-02-20 12:03:00
525,2023-06-26,DDoS,High,Closed,Distributed denial of service attack on database,admin,2023-06-26 07:53:00
526,2023-10-14,Data Breach,Low,Resolved,Unauthorized data access - 8019 records exposed,emma,2023-10-14 15:04:00
527,2024-04-01,Phishing,High,In Progress,Suspicious email detected targeting finance department,alice,2024-04-01 20:34:00
528,2023-11-17,SQL Injection,Low,Resolved,SQL injection attempt detected on login page,alice,2023-11-17 20:52:00
529,2024-09-02,Social Engineering,Low,Closed,Employee reported suspicious email requesting credentials,admin,2024-09-02 12:36:00
530,2024-01-05,Brute Force,Medium,In Progress,Multiple password attempts detected - 481 attempts in 10 minutes,alice,2024-01-05 18:42:00
531,2024-05-14,Ransomware,High,Resolved,Encryption malware detected - 41 files affected,bob,2024-05-14 06:37:00
532,2024-09-10,Social Engineering,High,Open,Employee reported suspicious text message requesting credentials,admin,2024-09-10 15:42:00
533,2024-06-03,Unauthorized Access,Medium,Resolved,Failed login attempts from IP 183.161.253.237,emma,2024-06-03 15:44:00
534,2024-08-19,Phishing,Medium,Open,Suspicious email detected targeting HR department,alice,2024-08-19 00:49:00
535,2023-07-08,Unauthorized Access,Low,Closed,Failed login attempts from IP 48.85.97.238,emma,2023-07-08 01:57:00
536,2023-09-17,Data Breach,Low,In Progress,Unauthorized data access - 7635 records exposed,charlie,2023-09-17 22:29:00
537,2024-07-30,DDoS,Medium,Resolved,Distributed denial of service attack on database,bob,2024-07-30 08:15:00
538,2024-10-12,Malware,Low,Open,Malicious software found on workstation 986,bob,2024-10-12 08:48:00
539,2024-04-09,Data Breach,Critical,In Progress,Unauthorized data access - 5164 records exposed,alice,2024-04-09 23:13:00
540,2024-03-04,DDoS,Low,Closed,Distributed denial of service attack on API gateway,system,2024-03-04 23:16:00
541,2023-10-02,Ransomware,Low,Resolved,Encryption malware detected - 96 files affected,admin,2023-10-02 14:03:00
542,2023-01-13,Phishing,Critical,Resolved,Suspicious email detected targeting IT department,bob,2023-01-13 18:14:00
543,2023-02-01,DDoS,High,In Progress,Distributed denial of service attack on API gateway,david,2023-02-01 14:04:00
544,2023-12-21,Malware,Low,Resolved,Malicious software found on workstation 719,david,2023-12-21 10:56:00
545,2024-11-28,Brute Force,Low,Open,Multiple password attempts detected - 135 attempts in 11 minutes,system,2024-11-28 16:42:00
546,2024-03-31,Malware,Critical,In Progress,Malicious software found on workstation 554,emma,2024-03-31 14:32:00
547,2023-03-18,Malware,Critical,Closed,Malicious software found on workstation 358,admin,2023-03-18 05:00:00
548,2023-10-15,DDoS,Medium,Closed,Distributed denial of service attack on web server,emma,2023-10-15 11:10:00
549,2023-11-17,Unauthorized Access,Critical,In Progress,Failed login attempts from IP 106.74.218.251,charlie,2023-11-17 07:05:00
550,2024-08-08,DDoS,High,In Progress,Distributed denial of service attack on API gateway,alice,2024-08-08 15:32:00
551,2023-10-08,DDoS,High,Resolved,Distributed denial of service attack on database,admin,2023-10-08 13:46:00
552,2023-03-13,DDoS,Critical,Open,Distributed denial of service attack on web server,charlie,2023-03-13 07:10:00
553,2024-06-08,Malware,Low,In Progress,Malicious software found on workstation 756,bob,2024-06-08 15:10:00
554,2023-08-27,Brute Force,Critical,Open,Multiple password attempts detected - 64 attempts in 50 minutes,alice,2023-08-27 09:39:00
555,2023-10-26,SQL Injection,Critical,Resolved,SQL injection attempt detected on search form,system,2023-10-26 06:57:00
556,2023-10-25,DDoS,Critical,Resolved,Distributed denial of service attack on database,admin,2023-10-25 10:59:00
557,2023-01-13,DDoS,High,Closed,Distributed denial of service attack on database,charlie,2023-01-13 12:02:00
558,2024-02-02,Phishing,High,Closed,Suspicious email detected targeting HR department,admin,2024-02-02 00:04:00
559,2023-10-04,Social Engineering,Medium,Open,Employee reported suspicious email requesting credentials,system,2023-10-04 11:18:00
560,2024-01-21,Unauthorized Access,Critical,Open,Failed login attempts from IP 72.28.64.186,alice,2024-01-21 03:45:00
561,2024-11-10,Social Engineering,Critical,Closed,Employee reported suspicious phone call requesting credentials,bob,2024-11-10 17:16:00
562,2023-11-06,Ransomware,Low,Open,Encryption malware detected - 264 files affected,david,2023-11-06 11:50:00
563,2024-10-08,Ransomware,High,Open,Encryption malware detected - 255 files affected,charlie,2024-10-08 07:27:00
564,2024-11-09,Social Engineering,Critical,Resolved,Employee reported suspicious phone call requesting credentials,charlie,2024-11-09 01:40:00
565,2023-05-09,Social Engineering,High,Resolved,Employee reported suspicious text message requesting credentials,system,2023-05-09 07:03:00
566,2023-12-07,Malware,Low,Closed,Malicious software found on workstation 332,david,2023-12-07 19:53:00
567,2024-01-12,DDoS,Medium,Closed,Distributed denial of service attack on web server,david,2024-01-12 16:09:00
568,2023-10-15,Malware,Critical,Open,Malicious software found on workstation 608,system,2023-10-15 17:09:00
569,2024-09-27,Unauthorized Access,Medium,Open,Failed login attempts from IP 234.226.115.45,emma,2024-09-27 02:06:00
570,2023-07-31,Brute Force,Medium,Resolved,Multiple password attempts detected - 393 attempts in 8 minutes,emma,2023-07-31 09:22:00
571,2024-10-26,Phishing,Medium,Open,Suspicious email detected targeting HR department,emma,2024-10-26 20:16:00
572,2024-04-01,XSS Attack,High,Closed,Cross-site scripting vulnerability exploited in search bar,bob,2024-04-01 08:34:00
573,2024-07-31,XSS Attack,Medium,Open,Cross-site scripting vulnerability exploited in search bar,emma,2024-07-31 10:37:00
574,2023-02-04,DDoS,Critical,In Progress,Distributed denial of service attack on database,charlie,2023-02-04 09:06:00
575,2023-10-24,XSS Attack,Critical,In Progress,Cross-site scripting vulnerability exploited in search bar,bob,2023-10-24 02:29:00
576,2023-10-29,Phishing,Medium,Open,Suspicious email detected targeting finance department,bob,2023-10-29 22:31:00
577,2023-05-21,Phishing,Low,Resolved,Suspicious email detected targeting HR department,system,2023-05-21 01:18:00
578,2023-03-19,Malware,Critical,Resolved,Malicious software found on workstation 279,emma,2023-03-19 18:06:00
579,2023-05-07,DDoS,High,Resolved,Distributed denial of service attack on API gateway,emma,2023-05-07 11:07:00
580,2023-12-03,Data Breach,Critical,Resolved,Unauthorized data access - 2879 records exposed,david,2023-12-03 03:42:00
581,2023-11-05,DDoS,Low,In Progress,Distributed denial of service attack on database,emma,2023-11-05 19:07:00
582,2023-10-30,Brute Force,Critical,Resolved,Multiple password attempts detected - 312 attempts in 27 minutes,bob,2023-10-30 16:27:00
583,2024-07-02,SQL Injection,High,In Progress,SQL injection attempt detected on search form,alice,2024-07-02 01:48:00
584,2023-12-14,DDoS,High,Resolved,Distributed denial of service attack on web server,charlie,2023-12-14 19:13:00
585,2023-07-04,Brute Force,High,Resolved,Multiple password attempts detected - 245 attempts in 24 minutes,alice,2023-07-04 02:58:00
586,2024-02-21,Ransomware,Low,In Progress,Encryption malware detected - 451 files affected,emma,2024-02-21 02:24:00
587,2023-03-31,XSS Attack,High,Closed,Cross-site scripting vulnerability exploited in comment section,alice,2023-03-31 04:29:00
588,2024-11-19,Social Engineering,Critical,Closed,Employee reported suspicious phone call requesting credentials,admin,2024-11-19 03:25:00
589,2023-04-14,Social Engineering,Low,Resolved,Employee reported suspicious email requesting credentials,system,2023-04-14 16:04:00
590,2024-07-09,Data Breach,Low,Closed,Unauthorized data access - 1656 records exposed,charlie,2024-07-09 13:53:00
591,2023-12-02,Unauthorized Access,Critical,Resolved,Failed login attempts from IP 3.105.98.250,emma,2023-12-02 09:32:00
592,2023-05-26,Malware,Critical,Closed,Malicious software found on workstation 525,charlie,2023-05-26 12:36:00
593,2024-04-18,Ransomware,Medium,Closed,Encryption malware detected - 300 files affected,charlie,2024-04-18 15:08:00
594,2023-10-22,DDoS,Low,Resolved,Distributed denial of service attack on database,emma,2023-10-22 22:55:00
595,2024-07-08,Malware,Low,In Progress,Malicious software found on workstation 653,system,2024-07-08 11:02:00
596,2023-11-25,Brute Force,Low,In Progress,Multiple password attempts detected - 362 attempts in 25 minutes,alice,2023-11-25 02:13:00
597,2023-02-27,SQL Injection,Critical,Resolved,SQL injection attempt detected on search form,david,2023-02-27 00:00:00
598,2023-04-12,SQL Injection,High,Closed,SQL injection attempt detected on search form,admin,2023-04-12 13:12:00
599,2024-07-31,Brute Force,Medium,Closed,Multiple password attempts detected - 101 attempts in 57 minutes,bob,2024-07-31 16:16:00
600,2023-10-11,Malware,Low,In Progress,Malicious software found on workstation 790,charlie,2023-10-11 11:37:00
601,2024-09-14,Data Breach,Low,Open,Unauthorized data access - 1630 records exposed,david,2024-09-14 22:11:00
602,2024-02-17,Malware,Low,Open,Malicious software found on workstation 350,admin,2024-02-17 15:28:00
603,2024-01-14,Malware,Critical,Closed,Malicious software found on workstation 339,alice,2024-01-14 21:15:00
604,2024-11-20,Data Breach,High,Closed,Unauthorized data access - 7532 records exposed,bob,2024-11-20 17:31:00
605,2023-01-14,Data Breach,Medium,Closed,Unauthorized data access - 8065 records exposed,charlie,2023-01-14 09:38:00
606,2023-05-24,Brute Force,Critical,Resolved,Multiple password attempts detected - 225 attempts in 32 minutes,bob,2023-05-24 06:51:00
607,2023-05-25,Brute Force,Critical,Closed,Multiple password attempts detected - 412 attempts in 15 minutes,bob,2023-05-25 00:35:00
608,2023-04-09,Brute Force,Medium,Closed,Multiple password attempts detected - 498 attempts in 15 minutes,system,2023-04-09 08:23:00
609,2023-02-01,XSS Attack,High,In Progress,Cross-site scripting vulnerability exploited in comment section,david,2023-02-01 18:33:00
610,2023-06-11,Phishing,Critical,Resolved,Suspicious email detected targeting HR department,david,2023-06-11 04:33:00
611,2023-04-30,Ransomware,Low,Open,Encryption malware detected - 116 files affected,david,2023-04-30 00:16:00
612,2023-05-17,Brute Force,Medium,Resolved,Multiple password attempts detected - 378 attempts in 53 minutes,admin,2023-05-17 01:12:00
613,2024-01-01,Social Engineering,Critical,Open,Employee reported suspicious email requesting credentials,alice,2024-01-01 08:46:00
614,2024-02-10,Malware,High,Open,Malicious software found on workstation 525,emma,2024-02-10 21:15:00
615,2024-10-04,XSS Attack,Low,Open,Cross-site scripting vulnerability exploited in user profile,david,2024-10-04 03:20:00
616,2024-10-03,Social Engineering,High,In Progress,Employee reported suspicious text message requesting credentials,bob,2024-10-03 04:51:00
617,2023-04-14,Data Breach,High,Closed,Unauthorized data access - 8400 records exposed,emma,2023-04-14 18:12:00
618,2024-09-21,Brute Force,Medium,Closed,Multiple password attempts detected - 453 attempts in 51 minutes,charlie,2024-09-21 00:46:00
619,2024-05-02,SQL Injection,Low,Closed,SQL injection attempt detected on login page,system,2024-05-02 09:00:00
620,2023-03-29,XSS Attack,Medium,Resolved,Cross-site scripting vulnerability exploited in comment section,system,2023-03-29 21:02:00
621,2024-07-06,Ransomware,High,In Progress,Encryption malware detected - 319 files affected,admin,2024-07-06 17:13:00
622,2023-02-13,Data Breach,Low,Closed,Unauthorized data access - 3527 records exposed,david,2023-02-13 03:47:00
623,2023-07-15,Social Engineering,Medium,Closed,Employee reported suspicious text message requesting credentials,bob,2023-07-15 08:07:00
624,2023-01-18,Ransomware,Low,Resolved,Encryption malware detected - 49 files affected,system,2023-01-18 12:31:00
625,2024-04-15,Data Breach,Low,Open,Unauthorized data access - 5538 records exposed,admin,2024-04-15 00:59:00
626,2024-05-25,XSS Attack,Critical,Open,Cross-site scripting vulnerability exploited in search bar,system,2024-05-25 02:58:00
627,2023-09-20,Ransomware,High,Open,Encryption malware detected - 344 files affected,admin,2023-09-20 22:28:00
628,2024-01-12,Brute Force,Medium,In Progress,Multiple password attempts detected - 99 attempts in 36 minutes,charlie,2024-01-12 06:02:00
629,2024-06-19,XSS Attack,Critical,Open,Cross-site scripting vulnerability exploited in user profile,admin,2024-06-19 11:26:00
630,2023-03-12,Ransomware,Low,Open,Encryption malware detected - 233 files affected,bob,2023-03-12 15:54:00
631,2024-06-23,SQL Injection,Low,Open,SQL injection attempt detected on login page,emma,2024-06-23 18:52:00
632,2024-07-05,Unauthorized Access,High,Closed,Failed login attempts from IP 86.59.47.126,emma,2024-07-05 23:54:00
633,2024-05-28,XSS Attack,High,Closed,Cross-site scripting vulnerability exploited in comment section,system,2024-05-28 00:44:00
634,2023-09-12,Ransomware,Low,Closed,Encryption malware detected - 242 files affected,emma,2023-09-12 10:25:00
635,2023-09-02,Unauthorized Access,Critical,In Progress,Failed login attempts from IP 210.14.101.164,alice,2023-09-02 08:15:00
636,2024-05-20,Unauthorized Access,Medium,In Progress,Failed login attempts from IP 84.64.160.149,bob,2024-05-20 21:53:00
637,2023-04-11,DDoS,Critical,Open,Distributed denial of service attack on database,alice,2023-04-11 08:39:00
638,2024-11-16,Ransomware,Critical,In Progress,Encryption malware detected - 305 files affected,charlie,2024-11-16 14:34:00
639,2024-03-20,SQL Injection,Medium,Resolved,SQL injection attempt detected on login page,charlie,2024-03-20 22:43:00
640,2023-11-14,XSS Attack,High,Open,Cross-site scripting vulnerability exploited in search bar,emma,2023-11-14 05:14:00
641,2023-08-24,Social Engineering,Critical,Open,Employee reported suspicious email requesting credentials,emma,2023-08-24 12:10:00
642,2024-07-15,SQL Injection,Medium,Closed,SQL injection attempt detected on API endpoint,charlie,2024-07-15 14:35:00
643,2023-12-20,Data Breach,High,Closed,Unauthorized data access - 2256 records exposed,system,2023-12-20 03:46:00
644,2024-08-12,Data Breach,Low,In Progress,Unauthorized data access - 3913 records exposed,bob,2024-08-12 12:18:00
645,2024-03-11,Malware,High,Resolved,Malicious software found on workstation 346,alice,2024-03-11 00:32:00
646,2023-07-18,Data Breach,High,In Progress,Unauthorized data access - 2810 records exposed,charlie,2023-07-18 07:24:00
647,2024-06-09,Phishing,High,Closed,Suspicious email detected targeting finance department,david,2024-06-09 15:28:00
648,2024-04-03,DDoS,Critical,Resolved,Distributed denial of service attack on web server,david,2024-04-03 07:04:00
649,2024-04-21,XSS Attack,Critical,In Progress,Cross-site scripting vulnerability exploited in search bar,admin,2024-04-21 22:25:00
650,2023-01-11,Brute Force,Medium,Open,Multiple password attempts detected - 208 attempts in 51 minutes,david,2023-01-11 00:04:00
651,2023-09-25,Brute Force,High,Open,Multiple password attempts detected - 200 attempts in 24 minutes,admin,2023-09-25 14:09:00
652,2023-11-17,Phishing,Medium,Resolved,Suspicious email detected targeting finance department,alice,2023-11-17 19:23:00
653,2024-09-16,Phishing,Critical,Closed,Suspicious email detected targeting finance department,alice,2024-09-16 07:25:00
654,2023-09-07,Data Breach,High,Resolved,Unauthorized data access - 1628 records exposed,bob,2023-09-07 00:19:00
655,2023-05-17,Phishing,Low,Resolved,Suspicious email detected targeting HR department,alice,2023-05-17 17:41:00
656,2023-10-24,Unauthorized Access,Critical,Closed,Failed login attempts from IP 58.134.36.77,david,2023-10-24 03:02:00
657,2024-11-11,XSS Attack,High,Closed,Cross-site scripting vulnerability exploited in user profile,bob,2024-11-11 18:08:00
658,2023-05-07,Data Breach,High,In Progress,Unauthorized data access - 7096 records exposed,bob,2023-05-07 10:05:00
659,2024-04-08,Phishing,Medium,Resolved,Suspicious email detected targeting HR department,admin,2024-04-08 03:38:00
660,2024-05-03,Ransomware,Critical,Closed,Encryption malware detected - 142 files affected,admin,2024-05-03 12:27:00
661,2023-10-02,Social Engineering,Critical,Resolved,Employee reported suspicious phone call requesting credentials,charlie,2023-10-02 21:05:00
662,2023-06-23,SQL Injection,Low,Resolved,SQL injection attempt detected on search form,charlie,2023-06-23 05:15:00
663,2024-01-27,DDoS,Low,Resolved,Distributed denial of service attack on database,admin,2024-01-27 09:37:00
664,2024-03-12,Ransomware,Low,Closed,Encryption malware detected - 190 files affected,charlie,2024-03-12 06:21:00
665,2023-07-23,Social Engineering,Low,Closed,Employee reported suspicious text message requesting credentials,system,2023-07-23 10:15:00
666,2024-02-08,SQL Injection,Critical,In Progress,SQL injection attempt detected on search form,admin,2024-02-08 23:25:00
667,2024-04-15,Phishing,Critical,Open,Suspicious email detected targeting HR department,admin,2024-04-15 04:13:00
668,2024-06-17,Malware,Low,Open,Malicious software found on workstation 382,bob,2024-06-17 04:35:00
669,2023-10-14,Malware,Critical,Open,Malicious software found on workstation 953,alice,2023-10-14 11:12:00
670,2023-10-20,Data Breach,Critical,Closed,Unauthorized data access - 3145 records exposed,alice,2023-10-20 04:42:00
671,2023-03-22,XSS Attack,Medium,Closed,Cross-site scripting vulnerability exploited in comment section,charlie,2023-03-22 00:22:00
672,2023-03-05,SQL Injection,Medium,Resolved,SQL injection attempt detected on API endpoint,alice,2023-03-05 13:06:00
673,2023-06-03,SQL Injection,Medium,Resolved,SQL injection attempt detected on API endpoint,charlie,2023-06-03 12:33:00
674,2023-01-06,Social Engineering,Medium,Closed,Employee reported suspicious text message requesting credentials,emma,2023-01-06 17:56:00
675,2023-04-30,Ransomware,Medium,Closed,Encryption malware detected - 148 files affected,david,2023-04-30 09:11:00
676,2024-09-09,Ransomware,High,Open,Encryption malware detected - 367 files affected,system,2024-09-09 01:16:00
677,2023-09-11,Malware,High,Resolved,Malicious software found on workstation 602,charlie,2023-09-11 17:11:00
678,2024-02-06,DDoS,Low,Resolved,Distributed denial of service attack on API gateway,system,2024-02-06 11:14:00
679,2023-05-29,SQL Injection,Low,In Progress,SQL injection attempt detected on login page,charlie,2023-05-29 12:00:00
680,2023-09-29,Unauthorized Access,Low,In Progress,Failed login attempts from IP 163.176.83.183,alice,2023-09-29 23:06:00
681,2023-12-17,DDoS,Critical,Open,Distributed denial of service attack on web server,david,2023-12-17 05:54:00
682,2024-04-07,Phishing,Medium,Closed,Suspicious email detected targeting HR department,david,2024-04-07 23:49:00
683,2023-07-03,Brute Force,Medium,Resolved,Multiple password attempts detected - 383 attempts in 6 minutes,charlie,2023-07-03 21:08:00
684,2023-04-09,Unauthorized Access,Critical,Open,Failed login attempts from IP 31.54.231.37,system,2023-04-09 07:39:00
685,2024-05-30,Malware,Low,Closed,Malicious software found on workstation 820,emma,2024-05-30 13:16:00
686,2024-07-20,Data Breach,Critical,Open,Unauthorized data access - 625 records exposed,admin,2024-07-20 09:05:00
687,2023-04-25,DDoS,High,Open,Distributed denial of service attack on database,admin,2023-04-25 23:51:00
688,2023-01-25,SQL Injection,Critical,In Progress,SQL injection attempt detected on login page,charlie,2023-01-25 21:43:00
689,2024-09-03,Ransomware,Medium,Resolved,Encryption malware detected - 290 files affected,david,2024-09-03 15:14:00
690,2024-07-15,Brute Force,Medium,Closed,Multiple password attempts detected - 446 attempts in 60 minutes,system,2024-07-15 21:44:00
691,2023-02-02,Brute Force,Critical,Closed,Multiple password attempts detected - 81 attempts in 3 minutes,emma,2023-02-02 23:34:00
692,2024-05-20,Malware,High,Closed,Malicious software found on workstation 176,david,2024-05-20 20:05:00
693,2024-09-24,Ransomware,Low,In Progress,Encryption malware detected - 384 files affected,emma,2024-09-24 08:27:00
694,2024-10-31,Unauthorized Access,Low,Closed,Failed login attempts from IP 232.10.189.89,admin,2024-10-31 02:31:00
695,2024-04-27,Ransomware,Low,Closed,Encryption malware detected - 411 files affected,admin,2024-04-27 12:16:00
696,2023-12-28,Social Engineering,Critical,Closed,Employee reported suspicious email requesting credentials,bob,2023-12-28 23:34:00
697,2023-04-16,Brute Force,Low,In Progress,Multiple password attempts detected - 159 attempts in 57 minutes,admin,2023-04-16 20:55:00
698,2023-05-11,Malware,High,Closed,Malicious software found on workstation 408,alice,2023-05-11 04:59:00
699,2024-09-18,Ransomware,Critical,Closed,Encryption malware detected - 367 files affected,emma,2024-09-18 06:26:00
700,2024-01-03,Data Breach,Low,Closed,Unauthorized data access - 9550 records exposed,admin,2024-01-03 20:51:00
701,2023-12-19,Phishing,Critical,Closed,Suspicious email detected targeting HR department,system,2023-12-19 22:49:00
702,2024-01-30,Data Breach,Low,Resolved,Unauthorized data access - 9823 records exposed,bob,2024-01-30 05:02:00
703,2023-11-07,Data Breach,Low,Closed,Unauthorized data access - 6205 records exposed,emma,2023-11-07 17:33:00
704,2024-03-06,Unauthorized Access,Critical,Closed,Failed login attempts from IP 18.94.222.99,charlie,2024-03-06 01:29:00
705,2023-10-26,Ransomware,Medium,In Progress,Encryption malware detected - 176 files affected,david,2023-10-26 01:27:00
706,2023-08-31,XSS Attack,Critical,In Progress,Cross-site scripting vulnerability exploited in search bar,emma,2023-08-31 13:22:00
707,2023-06-27,SQL Injection,Critical,In Progress,SQL injection attempt detected on API endpoint,admin,2023-06-27 16:24:00
708,2023-04-18,Social Engineering,Medium,In Progress,Employee reported suspicious email requesting credentials,bob,2023-04-18 09:26:00
709,2023-05-31,Social Engineering,Medium,In Progress,Employee reported suspicious email requesting credentials,bob,2023-05-31 23:24:00
710,2024-03-20,Brute Force,Low,Resolved,Multiple password attempts detected - 387 attempts in 24 minutes,alice,2024-03-20 06:12:00
711,2024-08-17,XSS Attack,Critical,Closed,Cross-site scripting vulnerability exploited in comment section,bob,2024-08-17 03:18:00
712,2024-04-12,Phishing,Critical,Closed,Suspicious email detected targeting IT department,alice,2024-04-12 13:47:00
713,2023-04-03,Malware,High,Resolved,Malicious software found on workstation 330,charlie,2023-04-03 11:46:00
714,2023-01-27,DDoS,Medium,Resolved,Distributed denial of service attack on database,charlie,2023-01-27 07:26:00
715,2023-03-19,Unauthorized Access,Critical,Resolved,Failed login attempts from IP 97.209.81.205,charlie,2023-03-19 17:37:00
716,2023-01-12,Ransomware,Critical,Resolved,Encryption malware detected - 312 files affected,alice,2023-01-12 02:21:00
717,2024-10-06,SQL Injection,Medium,In Progress,SQL injection attempt detected on search form,david,2024-10-06 04:54:00
718,2024-06-29,XSS Attack,Critical,Resolved,Cross-site scripting vulnerability exploited in user profile,alice,2024-06-29 16:46:00
719,2024-06-11,DDoS,Low,Resolved,Distributed denial of service attack on API gateway,system,2024-06-11 09:30:00
720,2023-01-12,SQL Injection,Critical,Open,SQL injection attempt detected on search form,system,2023-01-12 11:55:00
721,2023-10-11,Data Breach,Critical,Open,Unauthorized data access - 5304 records exposed,system,2023-10-11 05:11:00
722,2024-11-30,XSS Attack,Medium,Closed,Cross-site scripting vulnerability exploited in comment section,charlie,2024-11-30 10:07:00
723,2024-05-31,Data Breach,High,Open,Unauthorized data access - 8012 records exposed,bob,2024-05-31 03:58:00
724,2024-03-06,XSS Attack,Medium,Open,Cross-site scripting vulnerability exploited in comment section,alice,2024-03-06 22:07:00
725,2023-11-26,XSS Attack,Medium,Open,Cross-site scripting vulnerability exploited in comment section,system,2023-11-26 05:44:00
726,2024-07-03,Phishing,Medium,Open,Suspicious email detected targeting finance department,bob,2024-07-03 15:35:00
727,2024-10-23,DDoS,High,Closed,Distributed denial of service attack on web server,bob,2024-10-23 13:11:00
728,2024-03-16,SQL Injection,Low,Resolved,SQL injection attempt detected on API endpoint,charlie,2024-03-16 10:21:00
729,2023-01-24,Phishing,High,Open,Suspicious email detected targeting IT department,alice,2023-01-24 16:13:00
730,2024-10-22,Social Engineering,High,Closed,Employee reported suspicious text message requesting credentials,bob,2024-10-22 12:04:00
731,2023-04-19,Data Breach,Low,In Progress,Unauthorized data access - 4067 records exposed,bob,2023-04-19 06:15:00
732,2024-09-30,Brute Force,Medium,In Progress,Multiple password attempts detected - 362 attempts in 29 minutes,emma,2024-09-30 10:31:00
733,2023-10-25,Malware,Critical,Resolved,Malicious software found on workstation 471,emma,2023-10-25 06:29:00
734,2024-01-27,Ransomware,High,Closed,Encryption malware detected - 425 files affected,emma,2024-01-27 08:48:00
735,2024-01-02,Unauthorized Access,Low,Open,Failed login attempts from IP 214.167.239.83,emma,2024-01-02 02:58:00
736,2023-08-17,Phishing,Critical,In Progress,Suspicious email detected targeting HR department,bob,2023-08-17 07:47:00
737,2023-04-17,Social Engineering,Medium,Open,Employee reported suspicious phone call requesting credentials,alice,2023-04-17 04:56:00
738,2023-06-03,SQL Injection,Critical,In Progress,SQL injection attempt detected on search form,bob,2023-06-03 21:43:00
739,2023-07-05,DDoS,Critical,Open,Distributed denial of service attack on web server,admin,2023-07-05 18:22:00
740,2024-10-11,DDoS,High,Resolved,Distributed denial of service attack on database,emma,2024-10-11 08:09:00
741,2024-06-15,Data Breach,Medium,In Progress,Unauthorized data access - 6935 records exposed,charlie,2024-06-15 13:55:00
742,2024-03-17,Data Breach,Low,Resolved,Unauthorized data access - 5377 records exposed,admin,2024-03-17 06:55:00
743,2024-03-11,SQL Injection,Low,In Progress,SQL injection attempt detected on API endpoint,system,2024-03-11 15:35:00
744,2024-05-28,Brute Force,Critical,In Progress,Multiple password attempts detected - 346 attempts in 10 minutes,emma,2024-05-28 15:38:00
745,2023-05-01,Social Engineering,Critical,Open,Employee reported suspicious text message requesting credentials,emma,2023-05-01 05:57:00
746,2023-07-01,Ransomware,Low,Open,Encryption malware detected - 219 files affected,system,2023-07-01 06:53:00
747,2023-11-05,Data Breach,Low,In Progress,Unauthorized data access - 592 records exposed,bob,2023-11-05 00:16:00
748,2023-10-25,SQL Injection,Critical,In Progress,SQL injection attempt detected on API endpoint,david,2023-10-25 23:07:00
749,2023-10-18,Malware,High,Closed,Malicious software found on workstation 753,alice,2023-10-18 16:25:00
